"alt_texts","annotation_id","annotator","created_at","date","id","lead_time","like_count","links","name","referenced_post_id","referenced_post_type","referenced_post_url","referenced_username","reply_count","repost_count","sentiment","text","updated_at","url","username" 
"['']",683,"1","2024-12-26T16:20:08.956641Z","2024-12-22 09:10:20.154","3ldtkvk2nkk2p+sandrousseau.bsky.social",31.51,20,"[]","Sandrine Rousseau","3ldtkvk2nkk2p","reposted","https://bsky.app/profile/climactifscccc.bsky.social/post/3ldtkvk2nkk2p","climactifscccc.bsky.social",2,9,"{""choices"":[""environnement"",""social""]}","Il est impossible que le préfet du Pas-de-Calais accepte de signer l'autorisation #ISDD #HersinCoupigny :
- atteinte à la démocratie (TOUS les élus et les habitants sont contre)
- mise en danger de la population (nature du sol, nappes phréatiques, etc.) jusqu'à la Belgique. ☠️😱","2024-12-26T16:20:08.956641Z","https://bsky.app/profile/climactifscccc.bsky.social/post/3ldtkvk2nkk2p","sandrousseau.bsky.social"
"[]",684,"1","2024-12-26T16:21:05.858275Z","2024-12-21 19:10:43.247","3ldtjwidr4225+sandrousseau.bsky.social",56.538,50,"[]","Sandrine Rousseau","3ldtjwidr4225","reposted","https://bsky.app/profile/mariemja.bsky.social/post/3ldtjwidr4225","mariemja.bsky.social",2,13,"{""choices"":[""social"",""institutions""]}","Merci à @sandrousseau.bsky.social de mettre sur sa chaîne les auditions publiques de la commission parlementaire sur les violences sexistes et sexuelles dans le cinéma, l’audiovisuel et le spectacle vivant. 
C’est vraiment à voir (pas eu le courage de regarder Mouawad et Toubiana).","2024-12-26T16:21:05.858275Z","https://bsky.app/profile/mariemja.bsky.social/post/3ldtjwidr4225","sandrousseau.bsky.social"
"[]",685,"1","2024-12-26T16:21:29.081474Z","2024-12-21 10:28:34.607","3ldsoww6zw22b",22.712,198,"['https://youtu.be/_I1C46BcaL0']","Eric Coquerel","","","","",7,58,"vie politique","J'exprime ma solidarité face à l'effroyable attentat de Magdebourg.

Gardons-nous de conclusions trop hâtives. La personnalité et les idées de son auteur montrent que l’extrême-droite, AFD ou RN, a récupéré trop vite ce crime odieux par islamophobie. 

▶️ youtu.be/_I1C46BcaL0","2024-12-26T16:21:29.081474Z","https://bsky.app/profile/ericcoquerel.bsky.social/post/3ldsoww6zw22b","ericcoquerel.bsky.social"
"['']",686,"1","2024-12-26T16:21:53.610463Z","2024-12-20 19:41:27.113","3ldr5emiubs2o",24.181,186,"[]","Eric Coquerel","","","","",4,88,"services publics","🔴 Je tiens à alerter le nouveau Premier ministre, à l’approche de la publication du décret « services votés » le 31 décembre.

Les préoccupations politiques et comptables ne sauraient justifier l’interruption, même dans des cas isolés, de quelque service public que ce soit.

Mon communiqué ⬇️","2024-12-26T16:21:53.610463Z","https://bsky.app/profile/ericcoquerel.bsky.social/post/3ldr5emiubs2o","ericcoquerel.bsky.social"
"[]",687,"1","2024-12-26T16:22:02.305382Z","2024-12-20 15:03:06.151","3ldqnsv7w422n",8.364,215,"['https://youtu.be/iAvuov7FIfI']","Eric Coquerel","","","","",16,80,"{""choices"":[""outre-mer"",""vie politique""]}","🔴 Les déclarations de Macron à Mayotte sont complètement indécentes ! Il n'est pas à la hauteur !

J'étais l'invité de la matinale Europe 1 / Cnews : retrouvez l'intégralité de mon interview sur YouTube 

▶️ youtu.be/iAvuov7FIfI","2024-12-26T16:22:02.305382Z","https://bsky.app/profile/ericcoquerel.bsky.social/post/3ldqnsv7w422n","ericcoquerel.bsky.social"
"[]",688,"1","2024-12-26T16:22:09.752019Z","2024-12-20 10:25:49.505","3ldq6d3bqjc2z",7.114,452,"['https://www.lemonde.fr/politique/article/2024/12/19/emmanuel-macron-le-double-etat-permanent_6457769_823448.html?lmd_medium=al&lmd_campaign=envoye-par-appli&lmd_creation=ios&lmd_source=default']","Sandrine Rousseau","","","","",25,103,"vie politique","Homophobie, racisme, sexisme.
Il n’y a pas de hasard dans la stratégie d’E Macron de normaliser et de se rapprocher tranquillement de l’extrême droite française. 

www.lemonde.fr/politique/ar...","2024-12-26T16:22:09.752019Z","https://bsky.app/profile/sandrousseau.bsky.social/post/3ldq6d3bqjc2z","sandrousseau.bsky.social"
"[]",689,"1","2024-12-26T16:22:27.152426Z","2024-12-20 08:08:18.566","3ldpwn6kzwc2z",17.082,583,"[]","Sandrine Rousseau","","","","",17,106,"{""choices"":[""social"",""police \/ justice""]}","Si il y a une affaire Pelicot c’est aussi parce qu’un vigile, quelque part, n’a rien lâché et a demandé aux femmes filmées à leur insu, de porter plainte.
Tout le monde doit prendre ses responsabilités dans la lutte contre les violences sur les femmes.","2024-12-26T16:22:27.152426Z","https://bsky.app/profile/sandrousseau.bsky.social/post/3ldpwn6kzwc2z","sandrousseau.bsky.social"
"[]",690,"1","2024-12-26T16:22:35.116287Z","2024-12-20 05:35:54.041","3ldpo4nocpc2z",7.622,583,"[]","Sandrine Rousseau","","","","",29,80,"{""choices"":[""outre-mer"",""vie politique""]}","Macron qui ajoute le mépris colonial à la catastrophe à #Mayotte.

L’indécence permanente.","2024-12-26T16:22:35.116287Z","https://bsky.app/profile/sandrousseau.bsky.social/post/3ldpo4nocpc2z","sandrousseau.bsky.social"
"[]",691,"1","2024-12-26T16:22:39.870442Z","2024-12-19 20:15:30.503","3ldooslrees2w",4.353,275,"[]","Sandrine Rousseau","","","","",20,19,"vie politique","Faire une interview aussi longue pour dire si peu de choses est un challenge. 
#bayrou","2024-12-26T16:22:39.870442Z","https://bsky.app/profile/sandrousseau.bsky.social/post/3ldooslrees2w","sandrousseau.bsky.social"
"['']",692,"1","2024-12-26T16:22:43.023923Z","2024-12-19 15:11:12.898","3ldo5shxotc25",2.644,92,"[]","Eric Coquerel","","","","",8,33,"vie politique","📺 Après LCI, ce soir à 22h45 je serai l'invité politique de BFM.","2024-12-26T16:22:43.023923Z","https://bsky.app/profile/ericcoquerel.bsky.social/post/3ldo5shxotc25","ericcoquerel.bsky.social"
"['']",693,"1","2024-12-26T16:22:46.176383Z","2024-12-19 12:28:34.056","3ldnupn7lls2t",2.828,88,"[]","Eric Coquerel","","","","",7,42,"vie politique","🔴 Evènement - Je serai l'invité de ""Face aux Français - Comment sortir de la crise ?"" présenté par Darius Rochebin
 
Ce jeudi 19 décembre à 20h30.","2024-12-26T16:22:46.176383Z","https://bsky.app/profile/ericcoquerel.bsky.social/post/3ldnupn7lls2t","ericcoquerel.bsky.social"
"[]",694,"1","2024-12-26T16:22:59.251327Z","2024-12-19 10:38:12.612","3ldnokcitwc2z",12.75,128,"['https://youtu.be/seBX0vXKPhQ']","Eric Coquerel","","","","",12,51,"{""choices"":[""institutions"",""vie politique""]}","Dans ses premières réponses à l'Assemblée, M. Bayrou a cumulé les bourdes, était à côté de la plaque.

Ce n’est pas simple d’être un Premier Ministre disposant d’une minorité.

Le gouvernement Bayrou ne terminera pas l'hiver.

Retrouvez mon interview France Info TV ▶️ youtu.be/seBX0vXKPhQ","2024-12-26T16:22:59.251327Z","https://bsky.app/profile/ericcoquerel.bsky.social/post/3ldnokcitwc2z","ericcoquerel.bsky.social"
"[]",695,"1","2024-12-26T16:23:05.072066Z","2024-12-19 08:58:09.413","3ldnixffox22w",5.495,332,"[]","Sandrine Rousseau","3ldh3hl6azs24","quoted","https://bsky.app/profile/leparisien.fr/post/3ldh3hl6azs24","leparisien.fr",19,47,"vie politique","Je n’ose imaginer l’état du débat politique si Paul D. avait été étranger sous OQTF.","2024-12-26T16:23:05.072066Z","https://bsky.app/profile/sandrousseau.bsky.social/post/3ldnixffox22w","sandrousseau.bsky.social"
"[]",696,"1","2024-12-26T16:23:16.525485Z","2024-12-18 17:54:00.761","3ldltljr67f2e+sandrousseau.bsky.social",11.128,85,"['https://buff.ly/41Gk5Sl']","Sandrine Rousseau","3ldltljr67f2e","reposted","https://bsky.app/profile/politis.fr/post/3ldltljr67f2e","politis.fr",3,18,"autre","Entretien. « Défendre le droit à la paresse c’est protéger les plus vulnérables », @sandrousseau.bsky.social députée de Paris appelle la gauche à sortir de son obsession du travail pour s’occuper de la question du temps libéré. 

✒️ @lucassarafian.bsky.social /Olivier Doubre","2024-12-26T16:23:16.525485Z","https://bsky.app/profile/politis.fr/post/3ldltljr67f2e","sandrousseau.bsky.social"
"['']",697,"1","2024-12-26T16:23:20.437254Z","2024-12-18 17:26:44.302","3ldluvva4ps2r",5.849,128,"[]","Eric Coquerel","","","","",5,40,"vie politique","Je serai l'invité de la matinale France Info TV demain matin 7h45.","2024-12-26T16:33:16.443571Z","https://bsky.app/profile/ericcoquerel.bsky.social/post/3ldluvva4ps2r","ericcoquerel.bsky.social"
"[]",698,"1","2024-12-26T16:23:30.068570Z","2024-12-18 16:32:58.525","3ldlrvqulec2y",9.313,185,"['https://www.assemblee-nationale.fr/dyn/17/rapports/cion-soc/l17b0714_rapport-information#']","Sandrine Rousseau","","","","",13,44,"santé","Notre rapport, sur l’état de la psychiatrie, avec N. Dubre Chirat est en ligne.
Bonne lecture.

www.assemblee-nationale.fr/dyn/17/rappo...","2024-12-26T16:23:30.068570Z","https://bsky.app/profile/sandrousseau.bsky.social/post/3ldlrvqulec2y","sandrousseau.bsky.social"
"[]",699,"1","2024-12-26T16:23:33.784370Z","2024-12-18 11:46:59.951","3ldlbwf6ghk2y",3.395,199,"[]","Sandrine Rousseau","","","","",13,33,"outre-mer","Mayotte, le fait colonial, le racisme et le traitement de cette catastrophe. 
#mayotte","2024-12-26T16:23:33.784370Z","https://bsky.app/profile/sandrousseau.bsky.social/post/3ldlbwf6ghk2y","sandrousseau.bsky.social"
"[]",700,"1","2024-12-26T16:23:44.996001Z","2024-12-18 07:59:43.079","3ldkv7y25ms2y",10.872,834,"[]","Sandrine Rousseau","","","","",28,158,"outre-mer","Sur Mayotte certains sont en train de discuter des papiers des personnes qui sont ensevelies sous les décombres et, littéralement, sont en train de mourir par familles entières. 

Envie de vomir.","2024-12-26T16:23:44.996001Z","https://bsky.app/profile/sandrousseau.bsky.social/post/3ldkv7y25ms2y","sandrousseau.bsky.social"
"[]",701,"1","2024-12-26T16:24:01.564126Z","2024-12-18 07:50:26.715","3ldkupfhbfs26",16.238,67,"['https://youtube.com/live/Xj9Y6DFOSJw']","Eric Coquerel","","","","",3,15,"{""choices"":[""économie"",""institutions""]}","🔴🔔 En direct - Commission d’enquête sur les déficits et les prévisions budgétaires en 2023-2024, en commission des Finances.

Suivez l'audition de l'ancien ministre du Budget Thomas Cazenave ⤵️
youtube.com/live/Xj9Y6DF...","2024-12-26T16:24:01.564126Z","https://bsky.app/profile/ericcoquerel.bsky.social/post/3ldkupfhbfs26","ericcoquerel.bsky.social"
"[]",702,"1","2024-12-26T16:24:07.562340Z","2024-12-17 16:38:39.574","3ldjbqyns2c2y",5.657,289,"[]","Sandrine Rousseau","3ldjb5qwqtf2a","quoted","https://bsky.app/profile/politis.fr/post/3ldjb5qwqtf2a","politis.fr",15,40,"autre","La paresse est subversive. 
Serait-elle capable de faire dérailler le capitalisme?","2024-12-26T16:24:07.562340Z","https://bsky.app/profile/sandrousseau.bsky.social/post/3ldjbqyns2c2y","sandrousseau.bsky.social"
"[]",703,"1","2024-12-26T16:24:10.733235Z","2024-12-17 15:33:17.534","3ldj644cntk2y",2.848,269,"[]","Sandrine Rousseau","","","","",22,31,"vie politique","Ces #QAG ont été un naufrage pour François Bayrou.","2024-12-26T16:24:10.733235Z","https://bsky.app/profile/sandrousseau.bsky.social/post/3ldj644cntk2y","sandrousseau.bsky.social"
"[]",704,"1","2024-12-26T16:24:18.467778Z","2024-12-17 13:46:39.006","3ldiy5g72ec2y",7.398,194,"[]","Sandrine Rousseau","","","","",8,24,"{""choices"":[""outre-mer"",""vie politique""]}","En route vers les #QAG avec notre nouveau Premier Ministre. 

Va t il expliquer ce qu’il faisait à Pau au moment où #Mayotte est dévastée ? Et qu’est-il prévu pour Mayotte où les gens ont soif, faim et, pour beaucoup, plus aucun abri ?","2024-12-26T16:24:18.467778Z","https://bsky.app/profile/sandrousseau.bsky.social/post/3ldiy5g72ec2y","sandrousseau.bsky.social"
"['']",705,"1","2024-12-26T16:24:23.115600Z","2024-12-17 12:54:16.845","3ldiv7rmgec2o",4.323,74,"[]","Eric Coquerel","","","","",6,26,"vie politique","📺 Retrouvez-moi ce soir 19h dans ""C à vous"" sur France 5","2024-12-26T16:24:23.115600Z","https://bsky.app/profile/ericcoquerel.bsky.social/post/3ldiv7rmgec2o","ericcoquerel.bsky.social"
"[]",706,"1","2024-12-26T16:24:32.111299Z","2024-12-16 20:51:16.176","3ldh7frnt6s2y",8.665,1138,"[]","Sandrine Rousseau","","","","",79,276,"vie politique","Macron qui empêche le retrait des légions d’honneur de Depardieu et de PPDA c’est quel niveau de degueulasserie ?","2024-12-26T16:24:32.111299Z","https://bsky.app/profile/sandrousseau.bsky.social/post/3ldh7frnt6s2y","sandrousseau.bsky.social"
"[]",707,"1","2024-12-26T16:24:43.451502Z","2024-12-16 07:53:36.468","3ldftx7il322y",11.003,387,"[]","Sandrine Rousseau","","","","",22,78,"{""choices"":[""social"",""outre-mer""]}","Chibo, l’ouragan qui a dévasté Mayotte provoque les mêmes effets de biais dans le traitement médiatique et politique que l’a fait Katrina. 

Les vies pauvres racisées ne sont pas traitées avec la même diligence que les autres.","2024-12-26T16:24:43.451502Z","https://bsky.app/profile/sandrousseau.bsky.social/post/3ldftx7il322y","sandrousseau.bsky.social"
"['']",708,"1","2024-12-26T16:24:47.567789Z","2024-12-15 18:03:31.412","3ldefkvov322i",3.784,71,"[]","Eric Coquerel","","","","",5,24,"autre","Retrouvez moi demain matin, lundi 16 décembre à 8h30. Je serai l’invité de la matinale LCI.","2024-12-26T16:24:47.567789Z","https://bsky.app/profile/ericcoquerel.bsky.social/post/3ldefkvov322i","ericcoquerel.bsky.social"
"['']",709,"1","2024-12-26T16:25:08.591717Z","2024-12-15 17:52:22.986","3ldeewyad622i",20.702,223,"[]","Eric Coquerel","","","","",14,85,"{""choices"":[""fiscalité"",""institutions""]}","🔴Lettre au Premier Ministre Bayrou

Dès la rentrée de janvier 2025 et sans attendre un nouveau PLF, je demande le dépôt d’un projet de loi portant sur diverses dispositions fiscales consensuelles au Parlement. 

Ces dispositions doivent bénéficier aux contribuables le plus rapidement possible.","2024-12-26T16:25:08.591717Z","https://bsky.app/profile/ericcoquerel.bsky.social/post/3ldeewyad622i","ericcoquerel.bsky.social"
"[]",710,"1","2024-12-26T16:25:13.772271Z","2024-12-15 16:49:09.372","3ldebfwe75s2y",4.847,241,"[]","Sandrine Rousseau","","","","",18,36,"outre-mer","Énorme pensée aux personnes vivant à #Mayotte.
La pauvreté, les bidonvilles augmentent les risques. Combien y aura t il de victimes ?","2024-12-26T16:25:13.772271Z","https://bsky.app/profile/sandrousseau.bsky.social/post/3ldebfwe75s2y","sandrousseau.bsky.social"
"[]",711,"1","2024-12-26T16:25:17.131065Z","2024-12-15 14:37:59.824","3lde23feoo22y",3.001,246,"[]","Sandrine Rousseau","","","","",27,33,"autre","La décroissance, si elle n’est pas pilotée, sera subie et donc violente.","2024-12-26T16:25:17.131065Z","https://bsky.app/profile/sandrousseau.bsky.social/post/3lde23feoo22y","sandrousseau.bsky.social"
"[]",712,"1","2024-12-26T16:25:27.213728Z","2024-12-15 10:29:39.772","3lddm7dl6n22y",9.752,254,"[]","Sandrine Rousseau","","","","",14,33,"immigration","Il faut continuer à accorder le statut de réfugié aux Syriens.

Regardez par exemple ces hommes et ces femmes qui sortent des prisons syriennes, qui sommes-nous pour leur interdire d’être réfugiés chez nous ?
#Syrie #Retailleau","2024-12-26T16:25:27.213728Z","https://bsky.app/profile/sandrousseau.bsky.social/post/3lddm7dl6n22y","sandrousseau.bsky.social"
"[]",713,"1","2024-12-26T16:25:32.988765Z","2024-12-14 17:47:14.670","3ldbu6uqcic2y",5.439,519,"[]","Sandrine Rousseau","","","","",47,99,"vie politique","La démission d’Emmanuel Macron se pose de plus en plus. C’est lui seul qui se met dans cette situation. Et ce sera son échec suprême, son échec total : il se sera mis lui-même en incapacité d’exercer le pouvoir.","2024-12-26T16:25:32.988765Z","https://bsky.app/profile/sandrousseau.bsky.social/post/3ldbu6uqcic2y","sandrousseau.bsky.social"
"[]",714,"1","2024-12-26T16:25:43.123048Z","2024-12-14 11:38:51.456","3ldb7m5hqks2y",9.79,808,"[]","Sandrine Rousseau","","","","",49,144,"vie politique","- Ce président qui se présentait comme moderne est le plus rétrograde et passéiste qui soit. 
Il nous enferme dans la France des années 60.
- On vous sent désabusée.
- Non je suis en colère. Très en colère.","2024-12-26T16:25:43.123048Z","https://bsky.app/profile/sandrousseau.bsky.social/post/3ldb7m5hqks2y","sandrousseau.bsky.social"
"[]",716,"1","2024-12-26T16:26:00.363581Z","2024-12-14 11:01:16.236","3ldb5iwpwb22y",10.413,20,"[]","Sandrine Rousseau","3ldb5fu3alk23","replied_to","https://bsky.app/profile/sandrousseau.bsky.social/post/3ldb5fu3alk23","sandrousseau.bsky.social",3,2,"autre","Le*","2024-12-26T16:26:00.363581Z","https://bsky.app/profile/sandrousseau.bsky.social/post/3ldb5iwpwb22y","sandrousseau.bsky.social"
"[]",717,"1","2024-12-26T16:26:04.536803Z","2024-12-14 10:59:32.799","3ldb5fu3alk23",3.855,417,"[]","Sandrine Rousseau","","","","",37,71,"vie politique","À ce rythme là, la prochain premier ministre ce sera Balladur.
#PremierMinistre #Bayrou","2024-12-26T16:26:04.536803Z","https://bsky.app/profile/sandrousseau.bsky.social/post/3ldb5fu3alk23","sandrousseau.bsky.social"
"[]",718,"1","2024-12-26T16:26:12.268202Z","2024-12-14 10:49:09.321","3ldb4tbiadc23",7.388,602,"[]","Sandrine Rousseau","","","","",55,125,"vie politique","C’est une France rance celle de Barnier puis Bayrou.
Je suis très inquiète parce que le message envoyé par Emmanuel Macron c’est que la démocratie ne sert à rien. 
Ça va mal finir.
#PremierMinistre #Bayrou","2024-12-26T16:26:12.268202Z","https://bsky.app/profile/sandrousseau.bsky.social/post/3ldb4tbiadc23","sandrousseau.bsky.social"
"[]",719,"1","2024-12-26T16:26:27.823569Z","2024-12-13 17:53:12.237","3ld7e2mbnyc23",15.23,374,"['https://www.huffingtonpost.fr/culture/article/sandrine-rousseau-convoque-la-cinematheque-apres-un-choix-de-programmation-delirant_243518.html']","Sandrine Rousseau","","","","",15,73,"{""choices"":[""social"",""culture et médias""]}","On ne projette pas un film qui présente une véritable scène de viol. Respect à la mémoire Maria Schneider. Et stop à la culture du viol. 

www.huffingtonpost.fr/culture/arti...","2024-12-26T16:26:27.823569Z","https://bsky.app/profile/sandrousseau.bsky.social/post/3ld7e2mbnyc23","sandrousseau.bsky.social"
"[]",720,"1","2024-12-26T16:26:41.517811Z","2024-12-13 13:56:43.330","3ld6wtqolik2x",13.352,184,"[]","Eric Coquerel","","","","",7,80,"fiscalité","Mon appel à M. Bayrou en tant que président de la commission des Finances. 

Sans plus attendre, début janvier, il doit mettre à l’ordre du jour de l'Assemblée les mesures fiscales consensuelles qui peuvent être adoptées sans attendre le prochain PLF.","2024-12-26T16:26:41.517811Z","https://bsky.app/profile/ericcoquerel.bsky.social/post/3ld6wtqolik2x","ericcoquerel.bsky.social"
"[]",721,"1","2024-12-26T16:26:55.370502Z","2024-12-13 13:47:46.908","3ld6wdr4bv22m",13.516,177,"[]","Eric Coquerel","","","","",6,60,"vie politique","Tout ça pour ça. M. Macron a amusé la galerie pendant 1 semaine pour essayer de revenir au centre du jeu et diviser ses opposants"". 

Nous allons censurer M. Bayrou dès son entrée. Il reste une Premier Ministre macroniste.","2024-12-26T16:26:55.370502Z","https://bsky.app/profile/ericcoquerel.bsky.social/post/3ld6wdr4bv22m","ericcoquerel.bsky.social"
"[]",722,"1","2024-12-26T16:27:03.278398Z","2024-12-13 13:41:53.551","3ld6vza4oos2m",7.563,210,"['https://youtu.be/ydGurE_7xOk']","Eric Coquerel","","","","",12,74,"vie politique","🔴 M. Macron nomme un Premier Ministre qui reste du bloc macroniste, qui continue à appliquer sa politique minoritaire, qui n'est pas légitime : nous allons le censurer.

M. Macron aura amusé la galerie pendant une semaine.

Bayrou Premier Ministre, ma réaction ⤵️

youtu.be/ydGurE_7xOk","2024-12-26T16:27:03.278398Z","https://bsky.app/profile/ericcoquerel.bsky.social/post/3ld6vza4oos2m","ericcoquerel.bsky.social"
"[]",723,"1","2024-12-26T16:27:11.881851Z","2024-12-13 12:26:28.909","3ld6rsf3kyc23",8.268,952,"[]","Sandrine Rousseau","","","","",41,138,"vie politique","Les électeurs ont infligé une défaite à Macron, nous avons refusé Barnier … tout cela pour avoir Bayrou qui est l’exact mélange des deux.

Quel mépris.","2024-12-26T16:27:11.881851Z","https://bsky.app/profile/sandrousseau.bsky.social/post/3ld6rsf3kyc23","sandrousseau.bsky.social"
"[]",724,"1","2024-12-26T16:27:17.447505Z","2024-12-12 11:51:33.041","3ld47eytxw223",5.214,126,"[]","Sandrine Rousseau","","","","",36,3,"autre","Age yourself with a movie you saw in the theatre as a kid.","2024-12-26T16:27:17.447505Z","https://bsky.app/profile/sandrousseau.bsky.social/post/3ld47eytxw223","sandrousseau.bsky.social"
"[]",725,"1","2024-12-26T16:27:53.291233Z","2024-12-12 11:43:36.597","3ld46wsi3kc23",35.391,73,"['http://videos.assemblee-nationale.fr/video.15952044_675a9d10cb9b1.violences-commises-dans-les-secteurs-artistiques-et-mediatiques--m-thierry-teboul-directeur-gener-12-decembre-2024']","Sandrine Rousseau","","","","",4,16,"{""choices"":[""social"",""institutions""]}","L’audition de Francis Renaud débute au bout d’1h16. Elle est d’un courage et d’une puissance...
Après la parole de Sara Forestier, un homme témoigne à son tour. 
#vss #metoo #metoocinema 

videos.assemblee-nationale.fr/video.159520...","2024-12-26T16:27:53.291233Z","https://bsky.app/profile/sandrousseau.bsky.social/post/3ld46wsi3kc23","sandrousseau.bsky.social"
"[]",726,"1","2024-12-26T16:28:08.103491Z","2024-12-12 08:14:00.741","3ld3t7z7g6c2i",14.463,96,"['https://www.youtube.com/live/JdqftlBD2mY?feature=shared']","Eric Coquerel","","","","",8,46,"économie","🔴🔔 En direct - Commission d’enquête sur les déficits et les prévisions budgétaires en 2023-2024, en commission des Finances.

Suivez l'audition de Bruno Le Maire, ancien ministre de l'Economie et des Finances ⤵️ 

www.youtube.com/live/JdqftlB...","2024-12-26T16:28:08.103491Z","https://bsky.app/profile/ericcoquerel.bsky.social/post/3ld3t7z7g6c2i","ericcoquerel.bsky.social"
"[]",727,"1","2024-12-26T16:28:12.769772Z","2024-12-11 16:05:09.088","3ld253kk4ss23",4.311,661,"[]","Sandrine Rousseau","","","","",48,87,"vie politique","Bayrou est juste un mixte entre Barnier et Macron.

Donc.
Non.","2024-12-26T16:28:12.769772Z","https://bsky.app/profile/sandrousseau.bsky.social/post/3ld253kk4ss23","sandrousseau.bsky.social"
"[]",728,"1","2024-12-26T16:28:18.179396Z","2024-12-11 14:36:10.471","3lczy4haims2u",5.077,120,"['https://www.youtube.com/watch?v=zdWGsF-w4zs']","Eric Coquerel","","","","",6,41,"vie politique","Loi spéciale, nomination d'un Premier Ministre : j'étais l'invité de la matinale TF1, retrouver mon interview ▶️ www.youtube.com/watch?v=zdWG...","2024-12-26T16:28:18.179396Z","https://bsky.app/profile/ericcoquerel.bsky.social/post/3lczy4haims2u","ericcoquerel.bsky.social"
"[]",729,"1","2024-12-26T16:28:23.880126Z","2024-12-11 09:27:00.730","3lczgtmtd6k23",5.361,80,"['https://ilmanifesto.it/sandrine-rousseau-macron-deve-capire-o-sfiducia-o-coabitazione']","Sandrine Rousseau","","","","",5,8,"autre","«Macron deve capire: o sfiducia o coabitazione»

ilmanifesto.it/sandrine-rou...","2024-12-26T16:28:23.880126Z","https://bsky.app/profile/sandrousseau.bsky.social/post/3lczgtmtd6k23","sandrousseau.bsky.social"
"['']",730,"1","2024-12-26T16:28:26.943270Z","2024-12-10 16:10:22.138","3lcxmvxn7hs2m",2.712,105,"[]","Eric Coquerel","","","","",10,33,"vie politique","Je serai l'invité de la matinale TF1 ce mercredi 11 décembre 7h35, à l'occasion du début de l'examen du projet de loi spéciale.","2024-12-26T16:28:26.943270Z","https://bsky.app/profile/ericcoquerel.bsky.social/post/3lcxmvxn7hs2m","ericcoquerel.bsky.social"
"[]",731,"1","2024-12-26T16:28:44.544619Z","2024-12-10 15:06:18.953","3lcxjdgi7e224",17.234,60,"['https://youtube.com/live/hDySf_AWxuU']","Eric Coquerel","","","","",1,27,"économie","🔴🔔 En direct - Commission d’enquête sur les déficits et les prévisions budgétaires en 2023-2024, en commission des Finances.

Suivez l'audition de Bertrand Dumont, directeur général du Trésor ▶️ youtube.com/live/hDySf_A...","2024-12-26T16:28:44.544619Z","https://bsky.app/profile/ericcoquerel.bsky.social/post/3lcxjdgi7e224","ericcoquerel.bsky.social"
"['']",732,"1","2024-12-26T16:28:55.161565Z","2024-12-10 15:02:02.867","3lcxj3sbc7c24",10.255,63,"[]","Eric Coquerel","","","","",2,22,"{""choices"":[""économie"",""institutions""]}","🔴🔔 Projet de loi spéciale en commission des Finances 

Ce mercredi 11 décembre à 13h30, les ministres démissionnaires de Bercy, Laurent Saint-Martin et Antoine Armand seront auditionnés.

🎥 A suivre - en direct sur LCP et sur le site vidéo de l'Assemblée nationale.","2024-12-26T16:28:55.161565Z","https://bsky.app/profile/ericcoquerel.bsky.social/post/3lcxj3sbc7c24","ericcoquerel.bsky.social"
"[]",733,"1","2024-12-26T16:29:07.537842Z","2024-12-10 12:29:06.750","3lcxakdabks2e",12.032,188,"['https://youtu.be/MH0_q0pS3tM']","Eric Coquerel","","","","",22,57,"vie politique","Échange imprévu et non annoncé par BFM entre André Chassaigne et moi.

Contrairement à ce qu’il laisse entendre, je n’évoque jamais une trahison mais bien un désaccord et le souhait que tout le NFP se dégage vite de ce piège.

▶️ youtu.be/MH0_q0pS3tM","2024-12-26T16:29:07.537842Z","https://bsky.app/profile/ericcoquerel.bsky.social/post/3lcxakdabks2e","ericcoquerel.bsky.social"
"[]",734,"1","2024-12-26T16:29:12.393461Z","2024-12-10 10:45:25.030","3lcx2qvqg5k2u",4.519,431,"[]","Sandrine Rousseau","","","","",34,50,"vie politique","Avoir une ligne claire et cohérente 👉 pas d’arc républicain avec des LR.
C’est impossible.","2024-12-26T16:29:12.393461Z","https://bsky.app/profile/sandrousseau.bsky.social/post/3lcx2qvqg5k2u","sandrousseau.bsky.social"
"[]",735,"1","2024-12-26T16:29:16.275942Z","2024-12-10 08:54:54.369","3lcwulcaoc22u",3.546,279,"[]","Sandrine Rousseau","","","","",26,39,"vie politique","Tant qu’Emmanuel Macron ne veut pas de cohabitation il n’y a pas de compromis possible.","2024-12-26T16:29:16.275942Z","https://bsky.app/profile/sandrousseau.bsky.social/post/3lcwulcaoc22u","sandrousseau.bsky.social"
"[]",736,"1","2024-12-26T16:29:24.156680Z","2024-12-08 10:18:58.069","3lcrydreris2b",10.481,151,"['https://youtu.be/4TmL53hjte4']","Eric Coquerel","","","","",8,56,"vie politique","🟥 J'étais l'invité de la matinale France Info TV

 A retrouver en intégralité sur YouTube ⤵️

youtu.be/4TmL53hjte4","2024-12-26T16:33:50.871584Z","https://bsky.app/profile/ericcoquerel.bsky.social/post/3lcrydreris2b","ericcoquerel.bsky.social"
"[]",737,"1","2024-12-26T16:29:26.412080Z","2024-12-07 12:43:01.710","3lcppwh4x7k2z",1.919,100,"[]","Sandrine Rousseau","3lcppupkc7s2q","quoted","https://bsky.app/profile/matecolo92.bsky.social/post/3lcppupkc7s2q","matecolo92.bsky.social",5,12,"autre","Tu viens ?","2024-12-26T16:29:26.412080Z","https://bsky.app/profile/sandrousseau.bsky.social/post/3lcppwh4x7k2z","sandrousseau.bsky.social"
